DOMAIN,DOMAIN_TYPE,DNS_SERVER,SPF,SPF_MULTIPLE_ALLS,SPF_NUM_DNS_QUERIES,SPF_TOO_MANY_DNS_QUERIES,DMARC,DMARC_POLICY,DMARC_PCT,DMARC_ASPF,DMARC_SP,DMARC_FORENSIC_REPORT,DMARC_AGGREGATE_REPORT,BIMI_RECORD,BIMI_VERSION,BIMI_LOCATION,BIMI_AUTHORITY,SPOOFING_POSSIBLE,SPOOFING_TYPE
"qatesttwai.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service - TWAI,Hyattsville,MD,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for qatesttwai.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service - TWAI,Hyattsville,MD,domainsecurity@treasury.gov."
"savingsbond.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for savingsbond.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov."
"savingsbonds.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,McLean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for savingsbonds.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,McLean,VA,domainsecurity@treasury.gov."
"savingsbondwizard.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for savingsbondwizard.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov."
"sigpr.gov,Federal - Executive,Department of the Treasury,Special IG for Pandemic Recovery,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for sigpr.gov,Federal - Executive,Department of the Treasury,Special IG for Pandemic Recovery,Washington,DC,domainsecurity@treasury.gov."
"slgs.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for slgs.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov."
"taaps.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for taaps.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov."
"tax.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - IRS,McLean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for tax.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - IRS,McLean,VA,domainsecurity@treasury.gov."
"tcis.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for tcis.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Washington,DC,domainsecurity@treasury.gov."
"tigta.gov,Federal - Executive,Department of the Treasury,Treasury Inspector General for Tax Administration,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for tigta.gov,Federal - Executive,Department of the Treasury,Treasury Inspector General for Tax Administration,Washington,DC,domainsecurity@treasury.gov."
"tigtanet.gov,Federal - Executive,Department of the Treasury,TCS,McLean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for tigtanet.gov,Federal - Executive,Department of the Treasury,TCS,McLean,VA,domainsecurity@treasury.gov."
"transparency.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for transparency.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Washington,DC,domainsecurity@treasury.gov."
"treas.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - DO,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for treas.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - DO,Washington,DC,domainsecurity@treasury.gov."
"treaslockbox.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for treaslockbox.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Washington,DC,domainsecurity@treasury.gov."
"treasuryauction.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Parkersburg,WV,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for treasuryauction.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Parkersburg,WV,domainsecurity@treasury.gov."
"treasuryauctions.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for treasuryauctions.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov."
"treasurydirect.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,McLean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for treasurydirect.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,McLean,VA,domainsecurity@treasury.gov."
"treasuryecm.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - OCIO,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for treasuryecm.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - OCIO,Washington,DC,domainsecurity@treasury.gov."
"treasury.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - OCIO,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for treasury.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - OCIO,Washington,DC,domainsecurity@treasury.gov."
"treasuryhunt.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Parkersburg,WV,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for treasuryhunt.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Parkersburg,WV,domainsecurity@treasury.gov."
"ttb.gov,Federal - Executive,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for ttb.gov,Federal - Executive,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,Washington,DC,domainsecurity@treasury.gov."
"treasuryscams.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for treasuryscams.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov."
"ttbonline.gov,Federal - Executive,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,McLean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for ttbonline.gov,Federal - Executive,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,McLean,VA,domainsecurity@treasury.gov."
"ttlplus.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,St. Louis,MO,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for ttlplus.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,St. Louis,MO,domainsecurity@treasury.gov."
"twai.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service - TWAI,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for twai.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service - TWAI,Washington,DC,domainsecurity@treasury.gov."
"usaspending.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for usaspending.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Washington,DC,domainsecurity@treasury.gov."
"usdebitcard.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for usdebitcard.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov."
"usmint.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - U.S. Mint,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for usmint.gov,Federal - Executive,Department of the Treasury,Department of the Treasury - U.S. Mint,Washington,DC,domainsecurity@treasury.gov."
"ustreas.gov,Federal - Executive,Department of the Treasury,TCS,McLean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for ustreas.gov,Federal - Executive,Department of the Treasury,TCS,McLean,VA,domainsecurity@treasury.gov."
"wizard.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for wizard.gov,Federal - Executive,Department of the Treasury,Bureau of the Fiscal Service,Mclean,VA,domainsecurity@treasury.gov."
"workplace.gov,Federal - Executive,Department of the Treasury,Treasury PMO,Washington,DC,domainsecurity@treasury.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com",reject,,,,us-treasury@ruf.dmp.cisco.com,"us-treasury@rua.dmp.cisco.com,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for workplace.gov,Federal - Executive,Department of the Treasury,Treasury PMO,Washington,DC,domainsecurity@treasury.gov."
"distraction.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc_reports@dot.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_reports@dot.gov; ri=43200",reject,,,,,"dmarc_agg@valigov.email,dmarc_reports@dot.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for distraction.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov."
"distracteddriving.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc_reports@dot.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_reports@dot.gov; ri=43200",reject,,,,,"dmarc_agg@valigov.email,dmarc_reports@dot.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for distracteddriving.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov."
"bts.gov,Federal - Executive,Department of Transportation,Bureau of Transportation Statistics,Washington,DC,DOT-Cyber-Reporting@dot.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc_reports@dot.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_reports@dot.gov; ri=43200",reject,,,,,"dmarc_agg@valigov.email,dmarc_reports@dot.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for bts.gov,Federal - Executive,Department of Transportation,Bureau of Transportation Statistics,Washington,DC,DOT-Cyber-Reporting@dot.gov."
"ems.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc_reports@dot.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_reports@dot.gov; ri=43200",reject,,,,,"dmarc_agg@valigov.email,dmarc_reports@dot.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for ems.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov."
"dot.gov,Federal - Executive,Department of Transportation,Department of Transportation,Washington,DC,DOT-Cyber-Reporting@dot.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc_reports@dot.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_reports@dot.gov; ri=43200",reject,,,,,"dmarc_agg@valigov.email,dmarc_reports@dot.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for dot.gov,Federal - Executive,Department of Transportation,Department of Transportation,Washington,DC,DOT-Cyber-Reporting@dot.gov."
"911.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc_reports@dot.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_reports@dot.gov; ri=43200",reject,,,,,"dmarc_agg@valigov.email,dmarc_reports@dot.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for 911.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov."
"faasafety.gov,Federal - Executive,Department of Transportation,FAASTeam,Washington,DC,vulnerabilitydisclosure@faa.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:9-AIF-340-DMARC-REPORTS@faa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:9-AIF-340-DMARC-REPORTS@faa.gov",reject,,,,,"dmarc_agg@valigov.email,9-AIF-340-DMARC-REPORTS@faa.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for faasafety.gov,Federal - Executive,Department of Transportation,FAASTeam,Washington,DC,vulnerabilitydisclosure@faa.gov."
"flightrights.gov,Federal - Executive,Department of Transportation,U.S. Department of Transportation Office of Aviation Consumer Protection,Washington,DC,DOT-Cyber-Reporting@dot.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc_reports@dot.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_reports@dot.gov; ri=43200",reject,,,,,"dmarc_agg@valigov.email,dmarc_reports@dot.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for flightrights.gov,Federal - Executive,Department of Transportation,U.S. Department of Transportation Office of Aviation Consumer Protection,Washington,DC,DOT-Cyber-Reporting@dot.gov."
"thomas.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov",domain,1.1.1.1,,,0,FALSE,v=DMARC1;p=none;sp=none;fo=1;rua=mailto:locdmarc_reports@loc.gov;ruf=mailto:locdmarc_ruf@loc.gov;rf=afrf;pct=100,none,100,,none,locdmarc_ruf@loc.gov,locdmarc_reports@loc.gov,,,,,,"Spoofing might be possible (Mailbox dependent) for thomas.gov,Federal - Legislative,Library of Congress,Library of Congress,Washington,DC,security@loc.gov."
"nhtsa.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc_reports@dot.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_reports@dot.gov; ri=43200",reject,,,,,"dmarc_agg@valigov.email,dmarc_reports@dot.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for nhtsa.gov,Federal - Executive,Department of Transportation,National Highway Traffic Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov."
"protectyourmove.gov,Federal - Executive,Department of Transportation,Federal Motor Carrier Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov",domain,1.1.1.1,,,0,FALSE,"v=DMARC1; p=reject; rua=mailto:dmarc_agg@valigov.email,mailto:dmarc_reports@dot.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_reports@dot.gov; ri=43200",reject,,,,,"dmarc_agg@valigov.email,dmarc_reports@dot.gov,reports@dmarc.cyber.dhs.gov",,,,,FALSE,"Spoofing is not possible for protectyourmove.gov,Federal - Executive,Department of Transportation,Federal Motor Carrier Safety Administration,Washington,DC,DOT-Cyber-Reporting@dot.gov."
